Petition,URL,State,Signatures Count
Online learning to be free of charge to all during this coronavirus epidemic.,https://petition.parliament.uk/petitions/309623,rejected,11
Help to bring back/repatriate up to 500 medical staff in Australia back to UK.,https://petition.parliament.uk/petitions/309629,rejected,21
Enact an Emergency Transport Policy to protect workers and stimulate the economy,https://petition.parliament.uk/petitions/309630,rejected,14
Deem sales of lottery tickets & scratchcards as non-essential through COVID-19,https://petition.parliament.uk/petitions/309631,rejected,21
I would like you to cancel 2021 A level exams & asses us another appropriate way,https://petition.parliament.uk/petitions/309633,rejected,9
Change restrictions on furloughed workers so they can still work and contribute,https://petition.parliament.uk/petitions/309635,open,22
National NHS Appreciation Day,https://petition.parliament.uk/petitions/309641,rejected,12
"Push back the UCAS deadline for Oxbridge, Medicine, Dentistry and Vet Medicine",https://petition.parliament.uk/petitions/309642,rejected,8
Allow government to use latest lottery Jackpots to help battle with  COVID-19,https://petition.parliament.uk/petitions/309644,rejected,21
Release d cat low crime prisoners on tag if needed due to corona virus pandemic,https://petition.parliament.uk/petitions/309646,rejected,21
Close non essential Construction sites during Covid-19,https://petition.parliament.uk/petitions/309648,rejected,21
Reintroduce 6 months adaptation courses for overseas nurses to work in UK.,https://petition.parliament.uk/petitions/309649,rejected,7
Close all non essential UK construction sites to save lives,https://petition.parliament.uk/petitions/309653,rejected,6
Issue one letter/email per household with a unique code for purchasing groceries,https://petition.parliament.uk/petitions/309654,rejected,19
Government to order shut down of all non-essential construction sites in UK,https://petition.parliament.uk/petitions/309656,rejected,6
Stop nonessential construction immediately,https://petition.parliament.uk/petitions/309657,rejected,13
Make social distancing of 2m mandatory for workers in  Supermarkets.,https://petition.parliament.uk/petitions/309658,rejected,9
We demand the right to use clean showers around the country during these times!,https://petition.parliament.uk/petitions/309659,rejected,21
Close all non-essential construction sites/trade companies during lockdown.,https://petition.parliament.uk/petitions/309660,rejected,21
To stop non-essential construction work & close down sites due to COVID-19,https://petition.parliament.uk/petitions/309662,rejected,6
Give all essential workers extra paid time off after the quarantine is up.,https://petition.parliament.uk/petitions/309666,rejected,12
Repatriate British Citizens aboard who are stranded,https://petition.parliament.uk/petitions/309668,rejected,7
ESSENTIAL WORKERS (ALL) TO GET AN EXTRA 25% RISK PAY FROM GOVERNMENT,https://petition.parliament.uk/petitions/309670,rejected,11
Stop all parking charges for NHS staff and volunteers fighting Covid-19.,https://petition.parliament.uk/petitions/309671,rejected,10
Put this country into complete lock down to keep people safe and delay Covid-19.,https://petition.parliament.uk/petitions/309672,rejected,9
Construction Company Closures due to Corona Virus - Immediate Effect,https://petition.parliament.uk/petitions/309674,rejected,10
Award NHS The George Cross for their work during C-19,https://petition.parliament.uk/petitions/309675,rejected,16
BORIS JOHNSON TO CALL FOR A NATIONAL DAY OF PRAYER IN REGARDS TO COVID-19,https://petition.parliament.uk/petitions/309676,rejected,8
End submitting assignments and cancel the deadlines for universities.,https://petition.parliament.uk/petitions/309677,rejected,16
Stop all parking charges for NHS staff at hospitals,https://petition.parliament.uk/petitions/309678,rejected,7
Businesses with non-essential workers to be closed.,https://petition.parliament.uk/petitions/309679,rejected,6
Make insurance companies liable to pay out on policies affected by COVID-19,https://petition.parliament.uk/petitions/309680,rejected,6
Repeal the Human Rights Act and update treason laws,https://petition.parliament.uk/petitions/309681,open,870
Suspend non-essential postal deliveries,https://petition.parliament.uk/petitions/309682,rejected,21
Hazard pay for all essential workers during COVID-19 pandemic,https://petition.parliament.uk/petitions/309683,rejected,15
Silent key workers to be given a pass to receive same priorities as NHS staff,https://petition.parliament.uk/petitions/309685,rejected,20
Help people with Key Metres during Covid-19 Lockdown,https://petition.parliament.uk/petitions/309686,rejected,13
Make the Business Interruption Loan Scheme money easier to access for Covid-19,https://petition.parliament.uk/petitions/309687,rejected,18
reward our KEY WORKERS,https://petition.parliament.uk/petitions/309688,rejected,7
Give the NHS an emergency funding package to cope with Covid-19.,https://petition.parliament.uk/petitions/309690,rejected,11
Shut Down All Construction Sites and non essential businesses due to COVID-19.,https://petition.parliament.uk/petitions/309691,rejected,11
Give key workers two weeks EXTRA annual leave - As a thank you during COVID-19.,https://petition.parliament.uk/petitions/309692,rejected,9
Get stranded British citizens home from India!,https://petition.parliament.uk/petitions/309693,rejected,21
The UK to support the UN Secretary-General's Appeal for Global Ceasefire,https://petition.parliament.uk/petitions/309694,rejected,11
"Increase the pay to Nurses, Doctors, Care worker's. Due to Covid-19",https://petition.parliament.uk/petitions/309697,rejected,7
"Close all hospitality ,in all country’s they close all hotels but here in u.k ?",https://petition.parliament.uk/petitions/309698,rejected,16
"Hazard pay for all key workers, they are putting their lives in danger.",https://petition.parliament.uk/petitions/309699,rejected,8
Close all Non Essential construction sites to protect from COVID-19,https://petition.parliament.uk/petitions/309702,rejected,14
Protect Construction Workers from Covid-19,https://petition.parliament.uk/petitions/309703,rejected,9
Reopen the parks in Hammersmith and Fulham,https://petition.parliament.uk/petitions/309704,rejected,7
Close ALL Non Essential Businesses Across The UK During The Covid-19 Outbreak.,https://petition.parliament.uk/petitions/309707,rejected,6
Give all NHS staff a pay rise.,https://petition.parliament.uk/petitions/309709,rejected,6
University students shouldn’t have to pay their final instalment of rent 2020,https://petition.parliament.uk/petitions/309712,rejected,6
Introduce a right to work from home for office/i.t. staff to help our country,https://petition.parliament.uk/petitions/309713,rejected,6
Make emergency personnel immune from civil suits,https://petition.parliament.uk/petitions/309714,open,7
No public COVID-19 bail outs for tax dodging businesses.,https://petition.parliament.uk/petitions/309716,rejected,21
Freeze all household bills during the Covid-19 crisis time.,https://petition.parliament.uk/petitions/309718,rejected,6
Cancel all assignments/assessments for University students.,https://petition.parliament.uk/petitions/309719,rejected,21
Medical staff to be wearing correct medical masks to stop spread of Covid-19,https://petition.parliament.uk/petitions/309720,rejected,20
HELP self employed workers in the UK,https://petition.parliament.uk/petitions/309722,rejected,7
Grade end of year degrees for university students on their previous assessments.,https://petition.parliament.uk/petitions/309723,rejected,8
Fund increased pay for lower band nurses and care assistants,https://petition.parliament.uk/petitions/309726,open,41
Urge student accommodation landlords to waive rent payments from March 2020.,https://petition.parliament.uk/petitions/309732,rejected,21
Get The off licences open in Northern Ireland,https://petition.parliament.uk/petitions/309734,rejected,13
to enable Parliament to meet virtually and vote electronically,https://petition.parliament.uk/petitions/309736,rejected,9
Keyworkers to get 80% income if they become sick and have to stay home,https://petition.parliament.uk/petitions/309740,rejected,7
Make uber pay their drivers for loss of earnings due to covid-19,https://petition.parliament.uk/petitions/309741,rejected,6
Extend ALL university students deadlines due to COVID-19,https://petition.parliament.uk/petitions/309742,rejected,21
Firmly request that all the energy suppliers reduce their tariffs during crisis.,https://petition.parliament.uk/petitions/309745,rejected,6
Support agency/zero contract workers financially during this covid-19 lockdown.,https://petition.parliament.uk/petitions/309746,rejected,9
No car parking charges for NHS  whilst  dealing with COVID-19,https://petition.parliament.uk/petitions/309749,rejected,7
Close down all non-critical construction sites amid the nConv-19 pandemic.,https://petition.parliament.uk/petitions/309750,rejected,17
Close down construction sites to stop spread of Covid 19.,https://petition.parliament.uk/petitions/309752,rejected,6
Stop all banks from charging interest on credit cards and overdrafts,https://petition.parliament.uk/petitions/309753,rejected,11
Make Mersey Tunnels Free during lock down.,https://petition.parliament.uk/petitions/309754,rejected,7
"Shut down unnecessary construction work,suppliers during the covid-19 outbreak",https://petition.parliament.uk/petitions/309755,rejected,7
Give the ability to driving instructors to carry out driving tests with cameras,https://petition.parliament.uk/petitions/309756,rejected,8
Support Nurses & Healthcare Professionals at NHS&Private Healthcare Organisation,https://petition.parliament.uk/petitions/309757,rejected,18
Waiver third-term rent for University Students Private Renting amidst COVID-19,https://petition.parliament.uk/petitions/309760,rejected,9
COVID-19 and Royal Mail works. STOP all advertising. Post essential mail ONLY,https://petition.parliament.uk/petitions/309761,rejected,14
COVID 19 special consideration for Year 12/10 students sitting exams 2021,https://petition.parliament.uk/petitions/309763,rejected,7
Allow students to cancel private accommodation contracts due to COVID-19,https://petition.parliament.uk/petitions/309764,rejected,17
STOP UNIVERSITY ACCOMODATION PAYMENTS DURING COVID19,https://petition.parliament.uk/petitions/309767,rejected,10
Provide free broadband to all UK homes for the duration of the Covid-19 outbreak,https://petition.parliament.uk/petitions/309768,rejected,16
Stop taxing key workers.,https://petition.parliament.uk/petitions/309770,rejected,10
"Pay NHS Agency Nurses, Doctors and Healthcare staff a wage if they self isolate",https://petition.parliament.uk/petitions/309771,open,20
Give all essential worker a tax break for earnings during the Covid 19 crises,https://petition.parliament.uk/petitions/309772,rejected,10
All NHS staff & sub contractors to receive enchanced pay during COVID-19,https://petition.parliament.uk/petitions/309773,rejected,6
Declare a national holiday on the day after Coronavirus lockdown is over,https://petition.parliament.uk/petitions/309774,rejected,9
The Government must urgently protect the homeless from Coronavirus.,https://petition.parliament.uk/petitions/309775,rejected,8
BRING HOME BRITISH NATIONALS STRANDED IN INDIA,https://petition.parliament.uk/petitions/309777,rejected,21
Create a new national holiday to honour all the workers in the national health.,https://petition.parliament.uk/petitions/309779,rejected,9
Give back all deductions to the self employed people,https://petition.parliament.uk/petitions/309780,rejected,6
Complete lockdown except for key workers if they carry their work ID with them.,https://petition.parliament.uk/petitions/309783,rejected,20
Release Students Affected By Covid-19 From Their Tenancies Early With No Penalty,https://petition.parliament.uk/petitions/309785,rejected,21
All drivers that had the test cancelled due to covid 19 should be graded,https://petition.parliament.uk/petitions/309791,rejected,6
Extend universal credit to all students during Covid19,https://petition.parliament.uk/petitions/309792,rejected,9
Please close non essential UK call centres during this UK lockdown.,https://petition.parliament.uk/petitions/309793,rejected,6
Widen the classification of a leisure business to include additional businesses,https://petition.parliament.uk/petitions/309794,rejected,7
"Make the ""80% paid wages"" scheme useable straight away",https://petition.parliament.uk/petitions/309799,rejected,21
Stop assignments taking place in colleges and universities during Covid-19,https://petition.parliament.uk/petitions/309801,rejected,21
Close all building sites and platform hire companies due to COVID19,https://petition.parliament.uk/petitions/309802,rejected,21
Pay vulnerable and pregnant workers 80% wage in 12 week isolation - not SSP,https://petition.parliament.uk/petitions/309803,rejected,21
Get UK people home from Australia before the Virus spreads any more.,https://petition.parliament.uk/petitions/309804,rejected,7
Free parking at Hospitals for NHS workers,https://petition.parliament.uk/petitions/309805,rejected,7
Test health staff for COVID19 to allow us to work more confidently & effectively,https://petition.parliament.uk/petitions/309809,rejected,21
Underwrite insurers for any SME Business Interruption insurance due to Covid-19,https://petition.parliament.uk/petitions/309812,rejected,7
"Better Pay, Better working conditions, more benefits for NHS Staff.",https://petition.parliament.uk/petitions/309813,rejected,8
Request  government close all footpaths and bridleways,https://petition.parliament.uk/petitions/309814,rejected,15
Government to take serious action against all the grocers on tripling the prices,https://petition.parliament.uk/petitions/309816,rejected,8
Implement a pay rise to all NHS workers,https://petition.parliament.uk/petitions/309817,rejected,21
Enforce stricter lockdown rules in the fight against Covid-19,https://petition.parliament.uk/petitions/309818,rejected,6
Treat everyone equally in these difficult times.,https://petition.parliament.uk/petitions/309819,rejected,6
To release money from the National Lottery,https://petition.parliament.uk/petitions/309821,rejected,6
Make Covid-19 testing easily available for all UK residents unconditionally-,https://petition.parliament.uk/petitions/309822,rejected,10
"Refund of accommodation fees to students forced to go home, no fees after June.",https://petition.parliament.uk/petitions/309823,rejected,7
Declare all construction sites (non critical) to be closed during shutdown.,https://petition.parliament.uk/petitions/309824,rejected,9
Free wifi installed for every house hold who has a child between 3-18 years old,https://petition.parliament.uk/petitions/309825,rejected,6
Close all non essential construction sites,https://petition.parliament.uk/petitions/309826,rejected,7
Give key workers paid leave if living with someone vulnerable to COVID‐19.,https://petition.parliament.uk/petitions/309827,rejected,6
BTEC students to be treated equally to A-Level students and get predicted grade.,https://petition.parliament.uk/petitions/309828,rejected,6
Organise flights to repatriate Britons stuck in Bali,https://petition.parliament.uk/petitions/309830,rejected,21
Provide essential workers with 'Hazard pay' during the COVID-19 outbreak,https://petition.parliament.uk/petitions/309831,rejected,6
Give international students grad 19-20 a two year residency to work in London,https://petition.parliament.uk/petitions/309832,rejected,11
Give all key workers a 3 month tax break during Covid-19,https://petition.parliament.uk/petitions/309833,rejected,8
Introduce a blue Poppy Day,https://petition.parliament.uk/petitions/309839,rejected,15
Award NHS workers serving during Corona Virus Outbreak with a Medal of Honour.,https://petition.parliament.uk/petitions/309843,rejected,7
Financial help for workers made redundant due to COVID-19,https://petition.parliament.uk/petitions/309845,rejected,15
Double pay frontline nhs staff during Coronavirus pandemic,https://petition.parliament.uk/petitions/309847,rejected,10
Give parents the right to see their child unless there is a valid reason,https://petition.parliament.uk/petitions/309849,open,133
Exempt golf courses from the list of venues required to close due to Covid-19,https://petition.parliament.uk/petitions/309851,open,308
"Extend £25,000 cash grants to nurseries during Covid-19 crisis.",https://petition.parliament.uk/petitions/309856,open,21
Pay for employees sacked due to coronavirus,https://petition.parliament.uk/petitions/309857,rejected,14
Give all NHS workers a bonus. As a reward for working through Covid 19,https://petition.parliament.uk/petitions/309858,rejected,10
Scrap the remaining LPC payments due to no face to face teaching,https://petition.parliament.uk/petitions/309859,rejected,7
Refund advance payment on account tax payments to help support the self employed,https://petition.parliament.uk/petitions/309860,rejected,11
"Additional two day bank holiday for Keywokers , once convid-19 has passed",https://petition.parliament.uk/petitions/309863,rejected,8
Require employers to reimburse staff for any extra costs of working from home,https://petition.parliament.uk/petitions/309864,open,10
Make it law that every classroom in schools have hand sanitizers!,https://petition.parliament.uk/petitions/309866,rejected,8
Add businesses such as mechanical industries to the essential closures list,https://petition.parliament.uk/petitions/309870,rejected,12
Give NHS worker a Tax Brake,https://petition.parliament.uk/petitions/309871,rejected,9
Make the day we finally beat the Coronavirus a public holiday and call it CV day,https://petition.parliament.uk/petitions/309876,rejected,8
Award George Cross to NHS,https://petition.parliament.uk/petitions/309878,rejected,17
Keep electronic proceedings for non-molestation orders after Covid-19 pandemic,https://petition.parliament.uk/petitions/309880,open,91
Create a medal for those who served the nation during the Covid-19 crisis,https://petition.parliament.uk/petitions/309886,rejected,8
"Fill this years Honours List with NHS Staff, emergency services Care Workers etc",https://petition.parliament.uk/petitions/309888,rejected,12
Change the NHS coronavirus volunteer intiative into a properly paid workforce,https://petition.parliament.uk/petitions/309890,rejected,21
End the Term. Give University Students their predicted grades.,https://petition.parliament.uk/petitions/309891,rejected,21
Extra bank holiday after coronavirus lockdown,https://petition.parliament.uk/petitions/309893,rejected,6
Halt shareholder dividends if wages are threatened or corporations need bailouts,https://petition.parliament.uk/petitions/309894,rejected,21
Shut all non essential manufacturers & factories due to covid19,https://petition.parliament.uk/petitions/309896,rejected,6
Abolish the extra charges on vehicle tax for paying in instalments.,https://petition.parliament.uk/petitions/309898,open,14
To close all online retailers not just the shop fronts against COVID19,https://petition.parliament.uk/petitions/309900,rejected,16
"Provide free Covid-19 testing, prioritising key workers.",https://petition.parliament.uk/petitions/309904,rejected,21
Close Supply Chain and Logistics non food,https://petition.parliament.uk/petitions/309907,rejected,6
Enforce complete and total lockdown.,https://petition.parliament.uk/petitions/309909,rejected,21
Fund work-based learning providers on same basis as colleges,https://petition.parliament.uk/petitions/309911,open,23
Prioritise UK students over Non-UK students for University places for 2020 entry,https://petition.parliament.uk/petitions/309912,rejected,7
"Pay rise for all NHS workers, support workers and carers",https://petition.parliament.uk/petitions/309913,rejected,8
Stop councils cancelling green waste collections,https://petition.parliament.uk/petitions/309914,rejected,6
For Agency/temp workers with contracts to get 80% of there wage,https://petition.parliament.uk/petitions/309917,rejected,12
Close all construction sites down during coronavirus outbreak,https://petition.parliament.uk/petitions/309918,rejected,6
Consider passing a Good Samaritan Act during CV-19,https://petition.parliament.uk/petitions/309920,open,24
NHS to categorise High Blood Pressure sufferers as 'at risk group' for COVID-19,https://petition.parliament.uk/petitions/309921,rejected,6
Shut down all religious places of worship during the corona virus crisis.,https://petition.parliament.uk/petitions/309922,rejected,21
Allow all present students to repeat the school year they are in now,https://petition.parliament.uk/petitions/309926,rejected,14
Close all construction sites to stop the spread of corronavirus.,https://petition.parliament.uk/petitions/309929,rejected,21
PAUSE THE ECONOMY DUE TO CORONAVIRUS.,https://petition.parliament.uk/petitions/309930,rejected,10
"Immediate closure of all building sites, until lockdown has ended.",https://petition.parliament.uk/petitions/309931,rejected,16
Release all remand prisoners due to Covid-19 virus,https://petition.parliament.uk/petitions/309932,rejected,21
Close Domino's Pizza during COVID-19,https://petition.parliament.uk/petitions/309934,rejected,21
Special Medal to recognise health workers during the Coronavirus outbreak,https://petition.parliament.uk/petitions/309938,rejected,8
Include directors in the payment of 80% PAYE salary for furloughed workers,https://petition.parliament.uk/petitions/309939,rejected,21
Abolish the tv licence for everyone in the uk as Covid-19 pandemic continues.,https://petition.parliament.uk/petitions/309941,rejected,21
Stop junk mail now for covid19,https://petition.parliament.uk/petitions/309943,rejected,7
Mandatory face mask use for 40 days against the spread of Covid-19,https://petition.parliament.uk/petitions/309944,rejected,21
"In the 2020 Autumn budget, increase all front line NHS staff wages by 12.7%.",https://petition.parliament.uk/petitions/309946,rejected,21
Address University students and the importance of mental health for all.,https://petition.parliament.uk/petitions/309947,rejected,6
Extend the £5000 nursing grant/bursary to September 2017 Nursing students,https://petition.parliament.uk/petitions/309948,rejected,21
Shut down all construction sites to prevent the spread of COVID-19,https://petition.parliament.uk/petitions/309949,rejected,21
To freeze insurance policy payments for 3 months due to Covid 19 outbreak,https://petition.parliament.uk/petitions/309950,rejected,21
Tax relief for keyworkers for 3 months  - Covid 19,https://petition.parliament.uk/petitions/309953,rejected,9
Get our homeless of the street.,https://petition.parliament.uk/petitions/309955,rejected,6
Suspend council tax bills for 3 months throughout Coronavirus pandemic,https://petition.parliament.uk/petitions/309958,rejected,9
Dedicate a Day to celebrate the National Health Service.,https://petition.parliament.uk/petitions/309959,rejected,6
ONLY online food and chemist retailers to remain open to slow down covid-19,https://petition.parliament.uk/petitions/309960,rejected,6
Stop construction and industrial work amidst Coronavirus,https://petition.parliament.uk/petitions/309961,rejected,19
Get  The UK Government back to work during this pandemic - no holiday,https://petition.parliament.uk/petitions/309964,rejected,10
To take part in EU bulk-buying scheme for ventilators and protective equipment.,https://petition.parliament.uk/petitions/309965,rejected,19
Close all construction sites amid Coronavirus unless essential public building,https://petition.parliament.uk/petitions/309966,rejected,9
Move the Easter and May Bank Holidays to later in 2020 after social distancing,https://petition.parliament.uk/petitions/309967,rejected,9
Introduce fines for non-emergency 999 calls,https://petition.parliament.uk/petitions/309968,open,36
Put UK on a total lockdown,https://petition.parliament.uk/petitions/309971,rejected,6
Require MOT services to close to reduce spread of Covid-19,https://petition.parliament.uk/petitions/309972,open,10
Close Royal Mail  during COVID-19 Pandemic period.,https://petition.parliament.uk/petitions/309974,rejected,11
Give the George Cross to the NHS,https://petition.parliament.uk/petitions/309976,rejected,21
Let high risk people claim a percentage of their wages,https://petition.parliament.uk/petitions/309977,rejected,6
Prevent Medical companies from charging extortionate prices on PPEs,https://petition.parliament.uk/petitions/309980,rejected,21
6 Month Road Tax Exemption Due To UK Lockdown,https://petition.parliament.uk/petitions/309981,open,28
Suspend council tax bills for 3 months throughout Coronavirus pandemic,https://petition.parliament.uk/petitions/309983,rejected,8
Free meals in canteen for all NHS staff whist at work during this crisis.,https://petition.parliament.uk/petitions/309984,rejected,12
Close Royal Mail down during the coronavirus Lockdown!,https://petition.parliament.uk/petitions/309986,rejected,11
One days isolation every year to remember those we have lost,https://petition.parliament.uk/petitions/309988,open,35
Issue Tax Refunds to Key Workers for the Duration of the COVID-19 Pandemic,https://petition.parliament.uk/petitions/309991,rejected,6
"""Suspend council tax bills for 3 months throughout Coronavirus pandemic""",https://petition.parliament.uk/petitions/309992,rejected,21
Give 80% to self employed,https://petition.parliament.uk/petitions/309993,rejected,21
Stop charging NHS staff for parking FULL STOP!,https://petition.parliament.uk/petitions/309995,rejected,9
Force British Airways to refund all flights due to COVID19 rather than vouchers.,https://petition.parliament.uk/petitions/309996,rejected,20
Create an “NHS Day” public holiday.,https://petition.parliament.uk/petitions/309997,rejected,15
Close all construction sites during lock down. Keep our workers safe,https://petition.parliament.uk/petitions/309998,rejected,21
Help British Citizens stranded in India due to Covid -19 to return to the UK.,https://petition.parliament.uk/petitions/309999,rejected,6
Shutdown all Takeaways and Fast Food chains to prevent the spreading of Covid-19,https://petition.parliament.uk/petitions/310000,rejected,14
Pay essential frontline workers more during the pandemic,https://petition.parliament.uk/petitions/310001,rejected,21
Suspend or Defer council tax bill for 3 months : COVID-19,https://petition.parliament.uk/petitions/310002,rejected,21
Call upon UK universities to mitigate student financial losses due to rent/bills,https://petition.parliament.uk/petitions/310003,rejected,7
Shutdown all vending machines to help stop the spread of the virus in hospitals.,https://petition.parliament.uk/petitions/310004,rejected,12
Require a referendum on the sale of any Government-owned company or assets,https://petition.parliament.uk/petitions/310007,open,23
Pay all employees 80% of pay who are having to self isolate,https://petition.parliament.uk/petitions/310008,rejected,8
Pay essential workers danger money for the duration of the Coronavirus crisis,https://petition.parliament.uk/petitions/310009,rejected,9
Cancel yearly Nursing and Midwifery fees,https://petition.parliament.uk/petitions/310010,rejected,21
Cancellation of all University assignments/exams due to instability by COVID-19,https://petition.parliament.uk/petitions/310012,rejected,21
NHS staff pay increase,https://petition.parliament.uk/petitions/310015,rejected,15
A healthy pay increase for NHS staff.,https://petition.parliament.uk/petitions/310016,rejected,7
ALL NURSES AND DOCTORS TO BE TESTED FOR CORONA VIRUS,https://petition.parliament.uk/petitions/310019,rejected,7
Student housing landlords to not charge students for April-May term,https://petition.parliament.uk/petitions/310023,rejected,10
Italian style lock down immediately. Current lock down not working.,https://petition.parliament.uk/petitions/310025,rejected,9
All nurses have there student loans wiped after this virus is all over,https://petition.parliament.uk/petitions/310026,rejected,6
Give All key workers during covid-19 a bonus payment,https://petition.parliament.uk/petitions/310027,rejected,7
Stop non essential construction workers being forced to work during Covid-19,https://petition.parliament.uk/petitions/310028,rejected,12
Cancel all NHS funding for abortion during coronovirus outbreak,https://petition.parliament.uk/petitions/310029,rejected,21
Bank Holiday: Postpone May Bank Holiday due to Coronavirus,https://petition.parliament.uk/petitions/310030,rejected,6
Visa extension for students graduating in 2020 to compensate for the COVID-19.,https://petition.parliament.uk/petitions/310031,rejected,6
Government to freeze Council Tax payments and fund Utility bills,https://petition.parliament.uk/petitions/310033,rejected,21
Close all non essential construction sites in UK now to help curb the virus,https://petition.parliament.uk/petitions/310035,rejected,17
Allow all final year university students to graduate with predicted grades,https://petition.parliament.uk/petitions/310036,rejected,21
Suspend car Insurance of Colecting money from car’s owners and any other vehicle,https://petition.parliament.uk/petitions/310037,rejected,8
We plead that the government declare a UK National day of Prayer for COVID-19.,https://petition.parliament.uk/petitions/310038,rejected,6
Acknowledge and reward Key workers during the Covid 19 times.,https://petition.parliament.uk/petitions/310041,rejected,8
UK Government to put out advice/measures on Mental Health during Self-Isolation,https://petition.parliament.uk/petitions/310043,rejected,11
Change so Call centres are not classed as KEY workers,https://petition.parliament.uk/petitions/310047,rejected,21
Make sure all 2020 Graduate get a formal face to face Graduation ceremony,https://petition.parliament.uk/petitions/310049,rejected,10
Withhold financial support to employers making staff redundant during Covid-19,https://petition.parliament.uk/petitions/310053,open,36
Pay international students weekly wage equal to 20 hrs to meet monthly expenses,https://petition.parliament.uk/petitions/310054,open,39
Pay rise for NHS front line staff,https://petition.parliament.uk/petitions/310056,rejected,10
Close all the non-essential warehouses during Covid 19.,https://petition.parliament.uk/petitions/310057,rejected,7
Consider asking HM The Queen to award the George Cross to the NHS.,https://petition.parliament.uk/petitions/310058,rejected,7
"Absolute country lockdown! 
Opened only food stores and pharmacies",https://petition.parliament.uk/petitions/310059,rejected,21
Pass all first year students at universities due to Covid-19,https://petition.parliament.uk/petitions/310060,rejected,21
"Close Halfords stores,DC'S,offices including transport offices during COVID-19",https://petition.parliament.uk/petitions/310061,rejected,21
Give BTEC and Extended Diploma students predicted grades like A-Level students.,https://petition.parliament.uk/petitions/310062,rejected,16
Introduce weekly COVID-19 tests for “Key Workers”,https://petition.parliament.uk/petitions/310063,rejected,19
Give NHS workers a pay rise.,https://petition.parliament.uk/petitions/310065,rejected,14
Shops can help society by offering similar and reasonable prices for basic needs,https://petition.parliament.uk/petitions/310068,rejected,8
Are Car Garages & Halfords & Bicycle Shops Essential businesses?,https://petition.parliament.uk/petitions/310069,rejected,6
100% tax and NI relief for those working in essential retail settings.,https://petition.parliament.uk/petitions/310072,rejected,6
"Shut down the construction industry, help construction buisnesses pay wages",https://petition.parliament.uk/petitions/310074,rejected,7
Keep more at home during CoVid 19.,https://petition.parliament.uk/petitions/310075,rejected,6
Tighten the COVID-19 lockdown/stay at home restrictions,https://petition.parliament.uk/petitions/310076,rejected,6
Create a volunteering service for 16-18 year olds to help with Covid-19.,https://petition.parliament.uk/petitions/310077,rejected,13
Suitable equipment to protect our front-line police officers from COVID-19,https://petition.parliament.uk/petitions/310079,open,15
"Close factories, construction sites and other non essential industries.",https://petition.parliament.uk/petitions/310081,rejected,21
promise of tough sentencing for anyone caught with a stolen NHS badge,https://petition.parliament.uk/petitions/310085,rejected,6
Stop the TV License fee during the COVID-19 crisis,https://petition.parliament.uk/petitions/310086,rejected,21
Halt construction work in UK admist Covid-19 to protect workers and the public.,https://petition.parliament.uk/petitions/310089,rejected,21
Cancelation of exams and assignments due to the disturbance caused by covid-19,https://petition.parliament.uk/petitions/310091,rejected,21
Wear Protective equipment to stop Coronavirus Spreading (Face mask and gloves),https://petition.parliament.uk/petitions/310093,rejected,6
Commission a Memorial Plaque to honour and remember UK victims of the Covid-19,https://petition.parliament.uk/petitions/310097,open,25
Doctors and nurses in the NHS urgently need PPE (Personal Protection Equipments.,https://petition.parliament.uk/petitions/310098,rejected,21
Stop charging NHS staff parking charges to park at work,https://petition.parliament.uk/petitions/310100,rejected,8
Do not limit number of hours people can be out during coronavirus outbreak.,https://petition.parliament.uk/petitions/310102,rejected,8
Closing down non essential warehouses.,https://petition.parliament.uk/petitions/310104,rejected,7
Pay all key workers hazard pay for coronavirus,https://petition.parliament.uk/petitions/310105,rejected,21
Legalisation of Cannabis to tackle Covid-19 epidemic.,https://petition.parliament.uk/petitions/310106,rejected,6
Give financial support to childcare establishments staying open during Covid-19,https://petition.parliament.uk/petitions/310107,open,8
2nd year of degree not to count towards the overall degree for 19/20 2nd year,https://petition.parliament.uk/petitions/310108,rejected,12
"Free prescriptions for all carers, emergency personnel, NHS workers and police",https://petition.parliament.uk/petitions/310109,open,90
Require insurers to recognise Covid-19 and compensate for business interruption,https://petition.parliament.uk/petitions/310118,rejected,6
Give the NHS full PPE in the fight against Covid - 19,https://petition.parliament.uk/petitions/310120,rejected,7
To convert empty hotels and hostels into temporary isolation pods.,https://petition.parliament.uk/petitions/310122,rejected,9
Give a Tax break or partial break to all key workers during Covid-19 pandemic.,https://petition.parliament.uk/petitions/310125,rejected,12
Help U.K. Citizens Stranded Abroad Find Secure Passage or Repatriation Home,https://petition.parliament.uk/petitions/310130,rejected,9
Close construction site to help reduce the spread of covid19. Help self employed,https://petition.parliament.uk/petitions/310135,rejected,17
Parliament to freeze the credit score records back to 01/03/2020 due to COVID19,https://petition.parliament.uk/petitions/310137,rejected,7
Close all construction sites due to covid 19 keep family's safe,https://petition.parliament.uk/petitions/310138,rejected,8
Support the healthcare workers by waiving the university fees they have to pay,https://petition.parliament.uk/petitions/310140,open,18
Make car insurance companies lower their prices because most people are indoors.,https://petition.parliament.uk/petitions/310141,rejected,7
Reopen Victoria Park,https://petition.parliament.uk/petitions/310143,rejected,21
Automatic life ban for drink and drug drivers at first offence,https://petition.parliament.uk/petitions/310145,open,18
Reverse government decision not to join EU procurement scheme for COVID-19,https://petition.parliament.uk/petitions/310148,rejected,7
